id,age,gender,education,employment_type,annual_income,loan_amount,loan_term,purpose,home_ownership,dependents
2951,61,Male,Bachelor,Salaried,152001,70997,60,Home,Owned,0
2952,38,Male,Master,Salaried,126262,14993,12,Personal,Mortgaged,5
2953,31,Male,Bachelor,Business,119806,16465,24,Car,Rented,2
2954,43,Male,High School,Self-Employed,118724,87071,12,Car,Rented,3
2955,42,Male,High School,Salaried,33580,37640,12,Home,Owned,5
2956,37,Female,High School,Self-Employed,124134,80997,12,Home,Rented,2
2957,25,Male,Diploma,Self-Employed,115967,17366,60,Personal,Rented,3
2958,64,Male,High School,Business,40742,34895,12,Car,Rented,1
2959,31,Male,Diploma,Salaried,37833,6785,60,Car,Owned,0
2960,50,Male,High School,Salaried,116421,11242,60,Personal,Rented,5
2961,35,Male,Bachelor,Business,91347,29529,36,Home,Owned,5
2962,47,Female,Master,Self-Employed,94155,117616,24,Home,Mortgaged,0
2963,55,Male,High School,Self-Employed,109791,69399,12,Personal,Mortgaged,1
2964,53,Male,Diploma,Salaried,241580,11356,12,Home,Owned,4
2965,40,Male,Diploma,Business,164599,90380,12,Education,Owned,4
2966,36,Female,Master,Business,209211,23220,60,Home,Rented,4
2967,54,Female,High School,Self-Employed,134527,102222,48,Education,Mortgaged,3
2968,22,Male,Bachelor,Self-Employed,249482,93198,24,Car,Rented,5
2969,55,Male,High School,Business,220657,39261,12,Car,Mortgaged,1
2970,60,Female,High School,Salaried,61057,135792,48,Home,Rented,3
2971,48,Female,Master,Self-Employed,218511,108467,48,Personal,Rented,3
2972,59,Female,High School,Business,64261,47380,48,Home,Mortgaged,1
2973,26,Male,Bachelor,Business,221984,84833,24,Personal,Rented,3
2974,29,Male,Diploma,Business,151114,109008,48,Car,Mortgaged,5
2975,40,Female,Master,Salaried,42769,93324,12,Car,Owned,1
2976,21,Male,Bachelor,Self-Employed,218185,132718,12,Car,Rented,4
2977,28,Female,Diploma,Self-Employed,228990,109992,36,Personal,Mortgaged,4
2978,43,Female,Master,Self-Employed,42449,32011,60,Personal,Mortgaged,3
2979,23,Female,Master,Salaried,189725,98593,48,Car,Rented,0
2980,24,Male,Diploma,Self-Employed,179931,123339,60,Home,Mortgaged,1
2981,45,Female,Diploma,Self-Employed,159648,88940,60,Personal,Rented,2
2982,58,Female,Bachelor,Self-Employed,196946,91677,60,Education,Rented,2
2983,35,Male,High School,Self-Employed,228271,118570,60,Car,Owned,3
2984,41,Female,High School,Salaried,56345,69583,60,Personal,Owned,0
2985,55,Male,High School,Business,137926,68056,12,Car,Owned,1
2986,34,Female,High School,Business,221852,86468,24,Education,Rented,4
2987,56,Male,High School,Self-Employed,144576,127897,48,Home,Rented,3
2988,32,Female,Bachelor,Self-Employed,89428,17017,48,Education,Mortgaged,1
2989,37,Female,Master,Self-Employed,243720,42880,12,Home,Owned,1
2990,59,Female,Bachelor,Salaried,24321,6355,12,Home,Owned,1
2991,29,Female,Bachelor,Self-Employed,25776,111360,60,Personal,Mortgaged,0
2992,55,Female,Bachelor,Salaried,36119,63936,24,Home,Owned,1
2993,33,Male,Master,Self-Employed,181641,52266,48,Home,Owned,0
2994,35,Male,Bachelor,Self-Employed,150078,104138,36,Home,Owned,0
2995,38,Female,Bachelor,Business,189668,65656,12,Car,Mortgaged,5
2996,53,Female,Master,Self-Employed,72967,59104,36,Personal,Owned,1
2997,26,Female,Bachelor,Salaried,184135,81844,48,Personal,Rented,5
2998,47,Male,High School,Business,249789,5969,12,Home,Owned,4
2999,43,Male,Diploma,Salaried,173412,103896,48,Car,Rented,5
3000,47,Female,Bachelor,Business,95723,5254,12,Home,Owned,5
3001,54,Male,Diploma,Salaried,206502,146378,48,Personal,Rented,1
3002,58,Female,Bachelor,Business,132620,70516,36,Personal,Owned,4
3003,34,Female,Bachelor,Salaried,157740,98077,24,Personal,Rented,3
3004,56,Female,High School,Salaried,100880,72967,12,Personal,Rented,2
3005,28,Male,Master,Self-Employed,28195,55117,36,Car,Owned,3
3006,55,Female,Diploma,Business,233169,6737,48,Education,Mortgaged,0
3007,39,Female,Master,Business,122658,87404,36,Education,Owned,3
3008,50,Female,High School,Self-Employed,77995,148398,12,Car,Mortgaged,2
3009,34,Male,High School,Salaried,150112,17911,36,Home,Mortgaged,2
3010,40,Male,Diploma,Salaried,238906,27635,48,Personal,Mortgaged,4
3011,45,Male,Master,Business,58250,56179,60,Personal,Mortgaged,3
3012,60,Female,High School,Salaried,167148,141285,24,Personal,Mortgaged,0
3013,44,Male,Bachelor,Business,35376,68545,24,Car,Mortgaged,5
3014,34,Female,Bachelor,Business,206911,130918,60,Car,Owned,5
3015,46,Male,Bachelor,Salaried,84723,53604,12,Personal,Rented,0
3016,58,Female,Master,Salaried,63442,79332,36,Personal,Rented,4
3017,43,Male,Bachelor,Salaried,25392,54119,36,Home,Owned,5
3018,42,Female,Bachelor,Self-Employed,178178,87888,60,Education,Owned,4
3019,39,Male,High School,Business,230917,66604,60,Car,Owned,5
3020,23,Male,High School,Salaried,44809,21820,48,Education,Mortgaged,5
3021,62,Male,Bachelor,Self-Employed,135095,81502,48,Personal,Mortgaged,3
3022,39,Female,Bachelor,Salaried,151765,117271,24,Education,Rented,4
3023,29,Male,High School,Business,119473,72345,12,Education,Owned,2
3024,48,Male,Diploma,Self-Employed,114769,45875,12,Car,Rented,0
3025,40,Male,Master,Business,210893,76041,60,Car,Rented,5
3026,27,Male,Master,Salaried,225231,75793,24,Home,Mortgaged,2
3027,34,Female,High School,Salaried,94710,9909,24,Personal,Mortgaged,1
3028,29,Male,Master,Salaried,31352,97881,48,Home,Rented,2
3029,39,Female,High School,Self-Employed,203268,19866,36,Car,Mortgaged,0
3030,34,Female,High School,Self-Employed,222138,95404,12,Home,Mortgaged,1
3031,58,Female,High School,Self-Employed,156064,70997,24,Education,Mortgaged,3
3032,56,Female,High School,Self-Employed,73076,33460,48,Education,Rented,1
3033,60,Male,Diploma,Salaried,43354,53500,48,Car,Rented,4
3034,37,Female,Bachelor,Salaried,154384,17128,48,Education,Rented,0
3035,50,Female,Bachelor,Salaried,65833,10202,36,Personal,Owned,4
3036,29,Female,Diploma,Self-Employed,24318,106243,24,Car,Rented,2
3037,53,Female,Master,Self-Employed,132363,84258,60,Personal,Mortgaged,3
3038,45,Male,Master,Salaried,119992,135388,60,Car,Rented,0
3039,34,Male,Bachelor,Salaried,86003,116302,48,Car,Owned,3
3040,31,Female,Master,Self-Employed,178264,133623,48,Education,Mortgaged,5
3041,55,Female,Bachelor,Business,127841,88583,36,Car,Rented,0
3042,61,Female,Bachelor,Salaried,120726,65064,48,Car,Rented,4
3043,34,Male,Diploma,Salaried,109199,102119,24,Home,Mortgaged,2
3044,50,Male,Master,Salaried,247854,27413,48,Education,Rented,1
3045,61,Male,Diploma,Self-Employed,139195,87341,48,Personal,Owned,3
3046,24,Male,Bachelor,Salaried,188561,91891,24,Car,Mortgaged,0
3047,24,Male,Bachelor,Salaried,127507,38033,12,Personal,Rented,0
3048,48,Female,Bachelor,Salaried,191381,106154,60,Home,Mortgaged,5
3049,28,Male,High School,Salaried,128173,6378,48,Car,Rented,3
3050,22,Male,High School,Salaried,48273,142575,24,Personal,Rented,1
3051,61,Female,High School,Business,198625,110461,60,Education,Mortgaged,2
3052,42,Male,Diploma,Business,49473,124104,36,Home,Rented,0
3053,61,Male,Bachelor,Salaried,81410,38617,12,Home,Rented,0
3054,36,Male,Master,Salaried,148536,140886,48,Personal,Mortgaged,3
3055,49,Female,Diploma,Salaried,164751,131616,12,Car,Rented,3
3056,50,Male,Diploma,Salaried,112981,28763,48,Car,Rented,0
3057,32,Female,Diploma,Self-Employed,65310,146072,48,Education,Mortgaged,0
3058,55,Female,Master,Self-Employed,103406,139346,48,Education,Owned,5
3059,31,Male,Bachelor,Self-Employed,211755,59232,12,Car,Owned,0
3060,41,Male,High School,Business,132765,115249,36,Home,Owned,4
3061,41,Male,Bachelor,Salaried,45992,97916,24,Education,Owned,0
3062,25,Male,Bachelor,Self-Employed,49433,145723,24,Education,Owned,2
3063,40,Female,Diploma,Salaried,227646,89463,36,Home,Owned,2
3064,57,Male,Diploma,Salaried,45933,12771,36,Car,Mortgaged,5
3065,23,Female,Diploma,Business,196092,83996,48,Personal,Mortgaged,1
3066,64,Female,High School,Business,180308,75173,48,Education,Mortgaged,3
3067,53,Female,High School,Self-Employed,209807,45834,24,Home,Rented,1
3068,29,Female,High School,Self-Employed,160842,139625,48,Education,Owned,0
3069,29,Female,Bachelor,Business,89285,106290,48,Home,Owned,3
3070,24,Male,Diploma,Business,130121,133928,36,Education,Mortgaged,0
3071,55,Female,Master,Salaried,142747,39890,12,Car,Rented,3
3072,37,Female,Bachelor,Salaried,186343,98740,60,Home,Rented,5
3073,54,Male,High School,Self-Employed,224463,84428,60,Personal,Mortgaged,4
3074,44,Male,Master,Self-Employed,131682,13689,48,Personal,Owned,4
3075,52,Female,Master,Business,43439,33063,48,Education,Rented,4
3076,21,Female,Diploma,Self-Employed,115826,62198,60,Personal,Owned,5
3077,28,Male,Master,Salaried,162173,6363,36,Education,Rented,1
3078,43,Female,High School,Business,112776,138823,60,Home,Owned,3
3079,60,Male,Diploma,Salaried,233391,128763,60,Home,Rented,1
3080,32,Male,Master,Business,139070,12782,60,Personal,Owned,3
3081,32,Female,Diploma,Business,195989,88184,48,Personal,Owned,0
3082,35,Male,Master,Salaried,112345,148612,48,Car,Owned,4
3083,61,Female,Bachelor,Self-Employed,132923,50991,60,Home,Mortgaged,4
3084,39,Female,Bachelor,Self-Employed,103459,75875,48,Personal,Owned,3
3085,46,Female,High School,Self-Employed,231634,61655,60,Personal,Owned,1
3086,49,Male,Bachelor,Self-Employed,192268,68177,36,Personal,Rented,1
3087,42,Female,Bachelor,Salaried,174641,63396,48,Education,Rented,2
3088,60,Male,Bachelor,Business,139598,21877,12,Car,Mortgaged,4
3089,41,Female,Master,Salaried,192959,132934,48,Home,Rented,4
3090,58,Female,Master,Self-Employed,171965,23405,36,Personal,Owned,1
3091,40,Male,Diploma,Self-Employed,107971,121435,36,Personal,Mortgaged,4
3092,49,Female,Master,Salaried,206376,53629,48,Personal,Mortgaged,1
3093,24,Female,Bachelor,Business,143299,51233,24,Education,Mortgaged,2
3094,27,Male,Master,Salaried,183471,26471,60,Home,Owned,3
3095,48,Male,High School,Salaried,45236,8302,60,Personal,Owned,3
3096,48,Male,Diploma,Salaried,243807,118466,36,Personal,Rented,2
3097,24,Female,Diploma,Business,236942,85048,48,Education,Rented,4
3098,42,Male,Master,Salaried,134679,102972,24,Education,Rented,0
3099,32,Male,Bachelor,Salaried,249825,141094,12,Car,Mortgaged,4
3100,23,Female,Diploma,Self-Employed,200603,48239,60,Car,Owned,1
3101,42,Male,High School,Salaried,100570,133185,24,Home,Rented,5
3102,64,Female,High School,Self-Employed,116621,128811,60,Car,Owned,0
3103,22,Female,Diploma,Self-Employed,29442,126097,48,Home,Mortgaged,2
3104,44,Male,Bachelor,Self-Employed,76437,64269,60,Car,Owned,3
3105,54,Female,Bachelor,Business,211414,108558,12,Personal,Owned,3
3106,47,Male,Master,Self-Employed,98179,95868,48,Car,Mortgaged,4
3107,61,Male,Master,Salaried,186141,66895,36,Personal,Rented,3
3108,21,Male,Diploma,Salaried,224318,74890,24,Home,Owned,4
3109,28,Male,Master,Self-Employed,189632,102383,60,Car,Owned,1
3110,43,Female,Master,Self-Employed,209142,40284,48,Car,Mortgaged,1
3111,58,Female,Master,Salaried,193499,80692,48,Car,Owned,2
3112,26,Male,High School,Self-Employed,145608,94294,60,Personal,Owned,5
3113,42,Male,Master,Business,211568,149797,36,Personal,Owned,1
3114,45,Female,Diploma,Self-Employed,84557,99852,60,Car,Mortgaged,4
3115,38,Male,Bachelor,Business,92752,82080,36,Home,Owned,3
3116,37,Female,Master,Business,228320,86863,60,Personal,Mortgaged,1
3117,32,Male,Bachelor,Business,221513,21705,48,Education,Rented,1
3118,26,Female,Master,Self-Employed,68534,68131,12,Home,Owned,4
3119,46,Female,Diploma,Business,124303,81015,12,Home,Mortgaged,1
3120,47,Female,High School,Business,179002,67456,48,Home,Mortgaged,3
3121,28,Male,Diploma,Self-Employed,247800,81859,12,Personal,Owned,5
3122,39,Male,High School,Business,143295,72238,36,Car,Mortgaged,3
3123,62,Male,Master,Self-Employed,240114,80940,48,Car,Rented,5
3124,21,Male,Master,Salaried,135287,104134,36,Education,Rented,3
3125,49,Male,High School,Business,27288,78916,48,Car,Rented,3
3126,55,Female,Diploma,Self-Employed,129570,66396,36,Education,Rented,0
3127,60,Female,Diploma,Salaried,115547,8877,36,Education,Mortgaged,3
3128,34,Female,High School,Business,101122,113407,12,Car,Mortgaged,0
3129,55,Female,Master,Business,212590,89256,48,Education,Rented,3
3130,40,Female,High School,Self-Employed,52400,36818,60,Home,Rented,3
3131,33,Female,Master,Salaried,142609,53555,12,Home,Rented,4
3132,58,Female,High School,Self-Employed,152639,47368,36,Home,Rented,5
3133,28,Male,Master,Business,67878,128054,36,Personal,Rented,3
3134,63,Female,High School,Business,68850,94666,60,Education,Mortgaged,1
3135,40,Male,Bachelor,Business,152166,103777,60,Education,Rented,3
3136,53,Female,Master,Business,162207,114928,36,Home,Rented,2
3137,46,Female,Diploma,Salaried,99044,54421,60,Personal,Owned,4
3138,59,Male,High School,Salaried,65113,31620,24,Car,Mortgaged,4
3139,41,Female,Diploma,Self-Employed,78791,126238,12,Home,Rented,3
3140,62,Male,High School,Self-Employed,29684,65539,48,Personal,Mortgaged,2
3141,63,Female,Diploma,Self-Employed,112783,22077,60,Car,Owned,5
3142,61,Male,Diploma,Business,91727,148735,60,Personal,Owned,3
3143,29,Female,High School,Self-Employed,103378,88335,24,Car,Rented,1
3144,44,Male,High School,Salaried,78552,52285,48,Education,Rented,4
3145,57,Male,Diploma,Self-Employed,159118,74503,24,Education,Rented,4
3146,61,Female,Diploma,Self-Employed,24934,129851,48,Personal,Rented,5
3147,37,Female,Diploma,Salaried,210628,62477,12,Personal,Owned,2
3148,44,Male,Master,Salaried,197878,32488,60,Car,Mortgaged,0
3149,41,Female,Master,Business,21354,83747,12,Personal,Rented,5
3150,59,Male,Bachelor,Salaried,124777,26169,48,Personal,Mortgaged,2
3151,61,Female,Master,Salaried,115352,35373,60,Car,Rented,1
3152,59,Male,Master,Self-Employed,73046,37669,24,Car,Rented,2
3153,33,Female,High School,Salaried,131098,60277,36,Education,Owned,5
3154,31,Male,Bachelor,Business,85064,60120,24,Home,Rented,0
3155,39,Female,Bachelor,Self-Employed,77184,71376,36,Personal,Rented,1
3156,31,Male,Master,Business,154035,59235,24,Car,Rented,1
3157,33,Male,High School,Salaried,47424,91854,48,Education,Owned,0
3158,21,Female,High School,Business,231111,20405,12,Home,Mortgaged,3
3159,60,Female,Bachelor,Business,154114,118307,36,Personal,Owned,2
3160,64,Male,High School,Salaried,246849,106776,48,Education,Rented,5
3161,39,Male,Diploma,Salaried,27139,28547,12,Home,Rented,1
3162,32,Male,Master,Self-Employed,31226,11575,12,Personal,Rented,5
3163,28,Male,Diploma,Self-Employed,125234,100659,60,Education,Mortgaged,2
3164,28,Female,Bachelor,Self-Employed,231370,140915,60,Personal,Mortgaged,0
3165,32,Male,Bachelor,Salaried,103652,143811,60,Home,Rented,4
3166,53,Male,High School,Business,189180,19852,36,Car,Rented,0
3167,46,Male,High School,Business,90647,56661,36,Education,Mortgaged,2
3168,59,Female,Bachelor,Self-Employed,88617,145229,12,Home,Owned,1
3169,48,Male,Bachelor,Self-Employed,180887,92942,36,Personal,Owned,2
3170,25,Female,Diploma,Salaried,158874,121726,12,Home,Mortgaged,4
3171,28,Female,Diploma,Business,193302,115736,48,Home,Mortgaged,1
3172,45,Female,High School,Self-Employed,214444,77968,24,Car,Rented,4
3173,47,Female,Diploma,Salaried,205092,23837,12,Education,Mortgaged,3
3174,43,Female,High School,Self-Employed,234521,85684,12,Home,Mortgaged,5
3175,50,Female,High School,Salaried,168537,122704,48,Car,Rented,0
3176,43,Female,Master,Business,159066,81730,60,Car,Mortgaged,3
3177,40,Male,High School,Salaried,23531,12404,60,Car,Rented,2
3178,38,Male,Diploma,Self-Employed,160415,19674,60,Personal,Owned,3
3179,38,Female,Bachelor,Self-Employed,210138,90923,12,Car,Owned,0
3180,22,Male,Bachelor,Business,157301,110319,12,Car,Owned,1
3181,24,Male,Diploma,Business,114311,33037,36,Car,Rented,5
3182,50,Female,Bachelor,Self-Employed,243374,118565,36,Car,Owned,4
3183,53,Male,High School,Self-Employed,102124,111086,24,Education,Owned,1
3184,56,Female,Bachelor,Self-Employed,239776,42982,24,Education,Rented,5
3185,38,Male,Diploma,Business,195861,128309,36,Car,Rented,3
3186,57,Female,Bachelor,Self-Employed,64069,110242,12,Home,Owned,2
3187,39,Female,High School,Business,238474,10156,48,Personal,Owned,3
3188,48,Male,High School,Self-Employed,160596,43280,36,Home,Owned,0
3189,60,Male,Diploma,Salaried,141907,80324,12,Home,Mortgaged,0
3190,40,Female,Diploma,Salaried,108074,65706,36,Car,Rented,2
3191,53,Female,Diploma,Self-Employed,128345,146043,60,Home,Rented,5
3192,32,Female,Master,Salaried,237834,48408,36,Education,Rented,1
3193,35,Male,Master,Business,214175,142559,60,Education,Rented,0
3194,61,Male,High School,Salaried,159175,25997,12,Personal,Owned,0
3195,59,Male,Master,Salaried,209653,51456,60,Education,Rented,2
3196,22,Male,Master,Business,235010,135865,36,Education,Mortgaged,1
3197,49,Female,Bachelor,Salaried,74203,82988,60,Car,Mortgaged,3
3198,61,Female,Master,Salaried,166162,85908,48,Education,Owned,4
3199,30,Female,Bachelor,Self-Employed,35915,82952,60,Home,Owned,2
3200,22,Female,Diploma,Business,61477,89784,60,Home,Rented,1
3201,31,Male,Bachelor,Business,208059,63676,24,Education,Owned,4
3202,33,Female,Bachelor,Self-Employed,204310,13373,48,Personal,Owned,2
3203,30,Female,Diploma,Self-Employed,238119,99951,12,Personal,Owned,3
3204,34,Male,Diploma,Salaried,136740,31414,60,Personal,Mortgaged,3
3205,38,Male,High School,Salaried,142217,122139,48,Education,Rented,1
3206,29,Female,High School,Salaried,166101,88872,12,Personal,Owned,1
3207,59,Male,High School,Self-Employed,247439,140772,48,Education,Rented,3
3208,48,Female,High School,Business,109067,149973,24,Home,Rented,3
3209,23,Male,Bachelor,Salaried,73520,95374,12,Personal,Rented,2
3210,40,Male,Bachelor,Self-Employed,90053,34493,12,Personal,Mortgaged,5
3211,26,Female,High School,Business,71464,130074,60,Personal,Rented,5
3212,47,Male,Master,Self-Employed,173033,56224,36,Home,Rented,1
3213,22,Female,High School,Salaried,177907,36852,12,Education,Owned,4
3214,49,Male,Master,Self-Employed,178797,15932,12,Home,Owned,3
3215,58,Male,Diploma,Self-Employed,45357,93545,24,Home,Mortgaged,4
3216,23,Male,Bachelor,Self-Employed,152316,38583,24,Car,Rented,1
3217,36,Male,Bachelor,Self-Employed,87952,34865,24,Personal,Mortgaged,1
3218,50,Male,Master,Business,68061,148361,60,Education,Rented,0
3219,60,Female,High School,Salaried,26490,75270,12,Education,Mortgaged,3
3220,22,Male,Bachelor,Business,97219,90549,24,Car,Rented,5
3221,37,Female,Master,Self-Employed,146305,142577,24,Car,Owned,5
3222,61,Male,Diploma,Self-Employed,25839,135768,48,Home,Mortgaged,1
3223,32,Female,Diploma,Salaried,44992,49327,48,Car,Owned,1
3224,55,Male,Bachelor,Salaried,133154,118209,24,Education,Rented,3
3225,63,Female,High School,Business,196010,119889,60,Education,Mortgaged,0
3226,21,Female,Master,Business,76249,23409,36,Education,Owned,0
3227,35,Male,Bachelor,Salaried,195807,49533,48,Home,Owned,0
3228,46,Male,Diploma,Business,123313,20327,48,Personal,Owned,0
3229,57,Male,High School,Self-Employed,70734,60344,12,Personal,Rented,2
3230,41,Female,Master,Self-Employed,198152,8671,12,Home,Mortgaged,3
3231,51,Female,Bachelor,Salaried,225532,96908,24,Education,Owned,3
3232,45,Male,Master,Business,145626,55756,12,Education,Rented,3
3233,43,Male,High School,Self-Employed,232529,29544,12,Home,Rented,5
